Symbol,Company Name,Security Type,IPO Year,IPO Start Date,IPO End Date,Listing Date,Issue Price (₹),Price Band Low (₹),Price Band High (₹),Face Value (₹),Lot Size (shares),Issue Size,Issue Type,Registrar,QIB Subscription (x),NII Subscription (x),RII Subscription (x),Employee Subscription (x),Total Subscription (x),QIB Shares Offered,NII Shares Offered,RII Shares Offered,Total Shares Offered,QIB Shares Bid For,NII Shares Bid For,RII Shares Bid For,Total Shares Bid For,Listing Day Close (₹),Listing Week Close (₹),Listing Day Gain (%),Listing Week Gain (%)
IIFLFIN,India Infoline Finance Limited,NL,2019,06-AUG-2019,30-AUG-2019,09-SEP-2019,1000.0,1000.0,1000.0,1000.0,,"Upto Rs. 2,500 million with an option to retain over-subscription upto Rs. 2,500 million aggregating to a total of upto Rs. 5,000 million",,,,,,,0.0,,,,0.0,,,,0.0,,,,
TCFNCD2,Tata Capital Financial Services Ltd,DEBT,2019,13-AUG-2019,20-AUG-2019,,,1000.0,1000.0,1000.0,,"Public Issue of (Secured NCDs) upto Rs. 2,99,790 Lakh and (Unsecure NCDs) upto Rs. 1,12,810 lakh, with a base issue size for an amount of Rs. 50,000 Lakh with an option to retain over subscription upto Rs. 3,62,600 Lakh aggregating to Rs.4,12,600 lakh",,Karvy Fintech Private Limited,,,,,0.0,,,,0.0,,,,0.0,,,,
SECL,Salasar Exteriors And Contour Limited,SME,2019,28-AUG-2019,03-SEP-2019,12-SEP-2019,36.0,36.0,36.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2355000.0,2175000.0,2574000.0,,,,
SHIVAUM,Shiv Aum Steels Limited,SME,2019,19-SEP-2019,23-SEP-2019,14-NOV-2025,300.0,44.0,44.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,36000.0,3810000.0,3426000.0,4575000.0,300.0,283.0,0.0,-5.666666666666666
VISHWARAJ,Vishwaraj Sugar Industries Limited,BE,2019,30-SEP-2019,04-OCT-2019,15-OCT-2019,60.0,55.0,60.0,,,,,,1.00008,0.8745,0.194064,,0.54684,1000000.0,4000000.0,5000000.0,10000000.0,1000080.0,3498000.0,3256560.0,5468400.0,11.646495819091797,11.66579532623291,-80.589173634847,-80.55700778961182
IRCTC,Indian Railway Catering and Tourism Corporation Limited,EQ,2019,30-SEP-2019,03-OCT-2019,14-OCT-2019,320.0,315.0,320.0,10.0,,"Initial Public offer of 20,160,000 Equity Shares",100% Book Building,Alankit Assignments Limited,52.8351,134.86474666666666,4.367668571428571,1.83275,47.808142857142855,10000000.0,3000000.0,7000000.0,20160000.0,528351000.0,404594240.0,252701520.0,963812160.0,138.06175231933594,147.8128662109375,-56.85570240020752,-53.80847930908204
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited,SME,2019,30-SEP-2019,04-OCT-2019,,10.0,10.0,10.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,240000.0,3460000.0,3120000.0,5160000.0,,,,
MGEL,Mangalam Global Enterprise Limited,SME,2019,15-NOV-2019,20-NOV-2019,23-DEC-2020,41.0,51.0,51.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4194000.0,3816000.0,5146000.0,4.5950608253479,4.547046184539795,-88.7925345723222,-88.90964345234197
CSBBANK,CSB Bank Limited,EQ,2019,22-NOV-2019,26-NOV-2019,04-DEC-2019,195.0,193.0,195.0,10.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 240 Million and an Offer for Sale of 19,778,298 Equity Shares (including anchor portion of 94,54,080 Equity Shares)",100% Book Building,Link Intime India Private Limited,38.85289781984638,45.49223985834687,9.06798067119614,,35.248189807569666,6302721.0,3151360.0,2100906.0,11554987.0,244878975.0,143362425.0,97364175.0,407292375.0,300.04998779296875,259.45001220703125,53.87178861177885,33.05128831129808
ASCOM,Ascom Leasing & Investments Limited,SME,2019,26-NOV-2019,28-NOV-2019,,30.0,30.0,30.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16000.0,1904000.0,1148000.0,2948000.0,,,,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,2019,02-DEC-2019,04-DEC-2019,12-DEC-2019,37.0,36.0,37.0,10.0,,"Initial Public offer of [.] Equity Shares aggregating  upto Rs 7,500 Million (including anchor portion of 8,20,94,594 Equity Shares)",100% Book Building,Karvy Fintech Private Limited,37.300032,184.42106311111112,14.29184,,61.09383223151283,56250000.0,28125000.0,18750000.0,123958333.0,2098126800.0,5186842400.0,3491963600.0,7573089600.0,51.95580291748047,53.673728942871094,40.421088966163424,45.06413227802998
DCI,DC Infotech and Communication Limited,SME,2019,12-DEC-2019,18-DEC-2019,27-DEC-2019,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1752000.0,1179000.0,3750000.0,22.649999618530273,22.725000381469727,-49.666667514377174,-49.4999991522895
72190LTFL2,L&T Finance Limited,N0,2019,16-DEC-2019,17-DEC-2019,14-OCT-2025,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
PRINCEPIPE,Prince Pipes and Fittings Limited,EQ,2019,18-DEC-2019,20-DEC-2019,30-DEC-2019,178.0,177.0,178.0,10.0,,"Initial Public offer of [.] Equity Shares aggregating  upto Rs 5,000 Million (including anchor portion of 56,49,718 Equity Shares)",100% Book Building,Link Intime India Private Limited,1.742603790136074,0.7379484236143495,0.5680000598765693,,0.9400186466964824,5649718.0,4237288.0,9887006.0,19774012.0,9845220.0,3126900.0,3006024.0,18587940.0,162.4971466064453,147.89283752441406,-8.70946819862623,-16.91413622223929
VCL,Vaxtex Cotfab Limited,SME,2019,27-DEC-2019,03-JAN-2020,13-JAN-2020,24.0,24.0,24.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
SNCD9T2,Shriram Transport Finance Company Limited,DEBT,2020,06-JAN-2020,22-JAN-2020,,,1000.0,1000.0,1000.0,,"Public Issue of Secured Redeemable Non-Convertible Debentures of face value of Rs.1,000 each amounting to Rs.20,000 Lakhs (""""Base Issue Size"""") with an option to retain oversubscription  aggregating upto Rs. 1,00,000 Lakhs.",,Integrated Registry Management Services Private Limited,,,,,0.0,,,,0.0,,,,0.0,,,,
730TCHFL28,Tata Capital Housing Finance Limited,N0,2020,07-JAN-2020,08-JAN-2020,16-FEB-2026,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
HPIL,Hindprakash Industries Limited,SME,2020,15-JAN-2020,17-JAN-2020,27-JAN-2020,40.0,40.0,40.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15000.0,4023000.0,3405000.0,5904000.0,38.75642013549805,38.56827926635742,-3.108949661254883,-3.579301834106445
ITI,ITI Limited FPO - Issue Withdrawn,EQ,2020,24-JAN-2020,05-FEB-2020,,,72.0,77.0,10.0,,"Further public offering of upto 18,18,00,000 Equity Shares ",100% Book Building,KFin Technologies Private Limited,0.3314422222222222,0.04715,0.32295,0.123,0.2863160066006601,135000000.0,27000000.0,18000000.0,181800000.0,44744700.0,1273050.0,567000.0,52052250.0,,,,
MCL,Madhav Copper Limited,SME,2020,27-JAN-2020,30-JAN-2020,19-AUG-2020,70.0,100.0,102.0,10.0,,Public issue of 5433016 Equity Shares.,100% Book Building,Link Intime India Private Limited,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,94400.0,1614400.0,1388800.0,5688000.0,77.9000015258789,77.05000305175781,11.285716465541293,10.07143293108259
SBICARD,SBI Cards and Payment Services Limited,EQ,2020,02-MAR-2020,05-MAR-2020,16-MAR-2020,755.0,750.0,755.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,668.972900390625,711.286865234375,-11.394317829056291,-5.7898191742549665
AWHCL,Antony Waste Handling Cell Limited - Issue Withdrawn,EQ,2020,04-MAR-2020,16-MAR-2020,,,294.0,300.0,5.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 350 Million and an Offer for Sale of 57,00,000 Equity Shares (including anchor portion of 20,65,932 Equity Shares)",100% Book Building,Link Intime India Private Limited,0.7378716092524858,0.012239108644584,0.1972701869702575,,0.3121849443180536,1379305.0,1033572.0,2411667.0,4824544.0,1017750.0,12650.0,12650.0,1506150.0,,,,
LGHL,Laxmi Goldorna House Limited,SME,2020,20-MAR-2020,03-APR-2020,10-NOV-2023,135.0,15.0,15.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5808000.0,2800000.0,6328000.0,61.979164123535156,69.60416412353516,-54.089508056640625,-48.44135990849247
KSOLVES,Ksolves India Limited,SME,2020,23-JUN-2020,26-JUN-2020,23-SEP-2022,406.0,100.0,100.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,423600.0,403200.0,541200.0,189.55628967285156,179.82620239257812,-53.31125870126808,-55.70783192301031
ROSSARI,Rossari Biotech Limited,EQ,2020,13-JUL-2020,15-JUL-2020,23-JUL-2020,425.0,423.0,425.0,2.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 500 Million and an Offer for Sale of 1,05,00,000 Equity Shares  (including anchor portion of 35,02,940 Equity Shares)",100% Book Building,Link Intime India Private Limited,57.68460844758733,129.79281986398863,2.5249751331432075,,45.55655390021202,2335294.0,1751471.0,4086765.0,8173530.0,134710520.0,227328360.0,167322400.0,372357860.0,739.4651489257812,700.7794189453125,73.99179974724265,64.88927504595588
YESBANK,Yes Bank Limited - FPO,EQ,2020,15-JUL-2020,17-JUL-2020,,,12.0,13.0,2.0,,"Further Public Offering of up to [?] equity shares aggregating up to Rs. 150,000 million (including anchor portion of 3,415,384,614  Equity Shares) ",100% Book Building ( Further Public Offer),KFIN Technologies Private Limited,5.81547064365303e-06,0.0126686486486486,0.037743011580097,0.0134255000604147,0.0207497622846525,2751282051.0,1850000000.0,4316666667.0,9099766899.0,16000.0,23437000.0,21017000.0,188818000.0,,,,
MINDSPACE,Mindspace Business Parks REIT,RR,2020,27-JUL-2020,29-JUL-2020,07-AUG-2020,275.0,274.0,275.0,,,"Initial Public offer of [.] units aggregating upto 45,000 Million (including Strategic Investor portion aggregating to Rs 11,249,975,000 and Anchor investor portion of 55,227,200 Units)",,Kfin Technologies Private Limited (Formerly known as Karvy Fintech Private Limited),5.345783517262656,8.459858802746007,,,6.761271447634118,36952600.0,30793800.0,,67746400.0,197540600.0,260511200.0,152744600.0,458051800.0,224.40269470214844,222.43716430664062,-18.399020108309657,-19.113758433948863
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,2020,07-SEP-2020,09-SEP-2020,17-SEP-2020,166.0,165.0,166.0,2.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 1100 Million and an Offer for Sale of 3,56,63,585 Equity Shares (including anchor portion of 1,90,30,541 Equity Shares)",100% Book Building,KFin Technologies Private Limited,37.89171821800976,154.12234671860844,25.37905216091997,,67.31594721308022,12687028.0,6343513.0,4229009.0,23259550.0,480733290.0,977677110.0,777812400.0,1565738640.0,358.7795104980469,340.7414245605469,116.13223523978729,105.265918409968
ROUTE,Route Mobile Limited,EQ,2020,09-SEP-2020,11-SEP-2020,21-SEP-2020,350.0,345.0,350.0,10.0,,"Initial Public offer of [.] aggregating upto Equity Shares Fresh Issue of Rs 2400 Million and an Offer for Sale of 3600 Million. (including anchor portion of 51,42,856 Equity Shares)",100% Book Building,KFin Technologies Private Limited,43.427197342118575,170.1500059799992,3.704892280329892,,50.72093506179444,3478259.0,2608696.0,6086957.0,12173912.0,151051040.0,443869640.0,367882760.0,617472200.0,624.8892211914062,900.730712890625,78.53977748325893,157.35163225446428
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,2020,21-SEP-2020,23-SEP-2020,01-OCT-2020,340.0,338.0,340.0,10.0,,"Initial Public offer comprising of a fresh issue aggregating up to Rs 1,650 million and an offer for sale of up to 45,00,000 Equity Shares (including anchor portion of 28,05,880 Equity Shares)",100% Book Building,Link Intime India Private Limited,46.10468735950125,163.08945751604728,13.932444466101025,,55.09767588078558,1868344.0,1407249.0,3283580.0,6559173.0,86139416.0,229507476.0,190595636.0,361395188.0,578.9600219726562,501.9864501953125,70.28235940372242,47.643073586856616
CAMS,Computer Age Management Services Limited,EQ,2020,21-SEP-2020,23-SEP-2020,07-MAY-2021,1240.0,1229.0,1230.0,10.0,,"Initial Public offer up to 18,246,600 Equity Shares (including anchor portion of 54,19,230 Equity Shares)",100% Book Building,Link Intime India Private Limited,36.78416749242974,88.08931748606352,2.1804124518480617,0.1415671232876712,30.04466730124725,3612820.0,2709615.0,6322435.0,12827370.0,132894576.0,238688136.0,186404916.0,385394064.0,408.08331298828125,420.7376403808594,-67.09005540417087,-66.06954513057586
ANGELBRKG,Angel Broking Limited,EQ,2020,22-SEP-2020,24-SEP-2020,05-OCT-2020,306.0,305.0,306.0,10.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 3000 Million and an Offer for Sale of Rs. 3000 Million (including anchor portion of 58,82,352 Equity Shares)",100% Book Building,Link Intime India Private Ltd,3.070339121980976,0.1082848157461315,1.8264426572412955,,1.813664814130448,3934425.0,2950820.0,6885246.0,13770491.0,12080019.0,319529.0,257838.0,24975055.0,,,,
UTIAMC,UTI Asset Management Company Limited,EQ,2020,29-SEP-2020,01-OCT-2020,12-OCT-2020,554.0,552.0,554.0,10.0,,"Initial Public offer up to 38987081 equity shares aggregating upto Rs. 21,520.87 million (including anchor portion of 1,16,36,124 Equity Shares)",100% Book Building,KFIN Technologies Private Limited,2.9540947655765786,0.3349393664075769,0.7824075305188126,0.97227,1.304555851555761,7757416.0,5818062.0,13575479.0,27350957.0,22916142.0,1948698.0,1521234.0,35680851.0,433.9522399902344,418.47503662109375,-21.669270759885492,-24.462989779585968
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,2020,29-SEP-2020,01-OCT-2020,12-OCT-2020,145.0,135.0,145.0,10.0,,"Initial Public offer up to 30,599,017 Equity Shares",100% Book Building,Alankit Assignments Limited,52.676597154048295,262.2617037147217,11.99105218050332,0.5562620652529398,69.09169781499844,15126750.0,4538025.0,10588725.0,30599017.0,796825716.0,1190150168.0,881597188.0,2114138036.0,77.88130950927734,76.1148910522461,-46.288752062567355,-47.50697168810614
LIKHITHA,Likhitha Infrastructure Limited,BE,2020,29-SEP-2020,07-OCT-2020,15-OCT-2020,120.0,116.0,120.0,10.0,,"Initial Public offer of 51,00,000 Equity Shares aggregating upto Rs. [.] lakhs",100% Book Building,Bigshare Services Private Limited,19.808823529411764,0.1249617034313725,9.358893557422968,,3.553676470588236,51000.0,3264000.0,1785000.0,5100000.0,1010250.0,407875.0,386000.0,18123750.0,66.85359954833984,65.09041595458984,-44.288667043050125,-45.75798670450846
SIGMA,Sigma Solve Limited,SME,2020,29-SEP-2020,09-OCT-2020,09-JUN-2023,295.0,45.0,45.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,570000.0,477000.0,1659000.0,301.93499755859375,331.9936828613281,2.35084663003178,12.540231478416313
AAATECH,AAA Technologies Limited,SME,2020,30-SEP-2020,05-OCT-2020,28-NOV-2022,72.0,42.0,42.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2856000.0,2229000.0,5532000.0,76.3198471069336,69.53585815429688,5.999787648518881,-3.422419230143229
ATALREAL,Atal Realtech Limited,SME,2020,30-SEP-2020,07-OCT-2020,15-OCT-2020,72.0,72.0,72.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
BTML,Bodhi Tree Multimedia Limited,SME,2020,09-OCT-2020,13-OCT-2020,21-OCT-2020,95.0,95.0,95.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,2020,20-OCT-2020,22-OCT-2020,02-NOV-2020,33.0,32.0,33.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,32.057823181152344,32.106689453125,-2.855081269235322,-2.7070016571969697
GLAND,Gland Pharma Limited,EQ,2020,09-NOV-2020,11-NOV-2020,20-NOV-2020,1500.0,1490.0,1500.0,1.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 12500 Million and an Offer for Sale of 34,86,3635 Equity Shares. (including anchor portion of 1,29,59,089 Equity Shares)",100% Book Building,Link Intime India Private Limited,1.5854723143776055,0.1834326046917484,0.0831427390506701,,0.5338704477255167,8639394.0,6479546.0,15118939.0,30237879.0,13697520.0,1188560.0,804850.0,16143110.0,1784.343994140625,2065.937744140625,18.956266276041667,37.729182942708334
BURGERKING,Burger King India Limited,EQ,2020,02-DEC-2020,04-DEC-2020,14-DEC-2020,60.0,59.0,60.0,10.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 4500 Million and an Offer for Sale of 60,000,000 Equity Shares. (including anchor portion of 60,750,000 Equity Shares)",100% Book Building,Link Intime India Private Limited,24.08725701678833,261.5407625686762,30.25492991254644,,90.37342959985622,40423729.0,20440677.0,13627118.0,74491524.0,973696750.0,5346070250.0,4549444500.0,6732054500.0,,,,
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,2020,15-DEC-2020,17-DEC-2020,24-DEC-2020,288.0,286.0,288.0,10.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 405.40 Million and an Offer for Sale of [.] Equity Shares aggregating up to Rs. 5000.Million (including anchor portion of 56,25,415 Equity Shares)",100% Book Building,Link Intime India Private Limited,45.17711098789303,414.75382170035215,13.163446277819196,3.934959349593496,108.21973901745748,3776502.0,2832378.0,6608881.0,13236211.0,170611450.0,1174739600.0,942165150.0,1432419300.0,115.74421691894531,100.19024658203125,-59.811035792032875,-65.21171993679471
AWHCL,Antony Waste Handling Cell Limited,EQ,2020,21-DEC-2020,23-DEC-2020,01-JAN-2021,315.0,313.0,315.0,5.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 350 Million and an Offer for Sale of 57,00,000 Equity Shares (including anchor portion of 20,65,932 Equity Shares)",100% Book Building,Link Intime India Private Limited,0.7378716092524858,0.012239108644584,0.1972701869702575,,0.3121849443180536,1379305.0,1033572.0,2411667.0,4824544.0,1017750.0,12650.0,12650.0,1506150.0,407.3500061035156,365.45001220703125,29.317462255084326,16.01587689112103
0IRFC35,Indian Railway Finance Corporation Limited,N0,2021,18-JAN-2021,20-JAN-2021,03-DEC-2025,,25.0,26.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
INDIGOPNTS,Indigo Paints Limited,EQ,2021,20-JAN-2021,22-JAN-2021,02-FEB-2021,1490.0,1488.0,1490.0,10.0,,"Initial Public Offer Of Up To [.] Equity Shares Comprising A Fresh Issue Of Up To [.] Equity Shares Aggregating To Rs 3,000 Million and an Offer For Sale Of Up To 5,840,000 Equity Shares (including anchor portion of 2,335,020 Equity Shares)",100% Book Building,Link Intime India Private Limited,96.20930307254496,115.7642734905106,6.5002947656521295,0.2347142857142857,54.84359240229328,1556690.0,1167514.0,2724198.0,5518402.0,149768060.0,135156410.0,100015530.0,302648990.0,3087.742919921875,2651.795166015625,107.23106845113254,77.97282993393456
HOMEFIRST,Home First Finance Company India Limited,EQ,2021,21-JAN-2021,25-JAN-2021,03-FEB-2021,518.0,517.0,518.0,2.0,,"Initial Public offer of [.] Equity Shares aggregating upto Rs. 11,537.19 million comprising a Fresh Issue of [.] Equity Shares aggregating up to Rs 2650 Million and an Offer for Sale of [.] Equity Shares aggregating up to Rs.8887.19 Million (including anchor portion of 66,81,766 Equity Shares)",100% Book Building,KFIN Technologies Private Limited,34.102766065137736,9.283127588244538,2.6794047737173474,,13.072589448476494,4463127.0,3347346.0,7810475.0,15620948.0,152204976.0,31073840.0,25340952.0,204206240.0,521.9088134765625,535.3634643554688,0.7545971962475868,3.352020145843388
STOVEKRAFT,Stove Kraft Limited,EQ,2021,25-JAN-2021,28-JAN-2021,05-FEB-2021,385.0,384.0,385.0,10.0,,Initial Public offer of up to [.] Equity Shares aggregating upto Rs. [.] million comprising a Fresh Issue of up to [.] Equity Shares aggregating up to Rs 950.00 Million and an Offer for Sale of up to 8250000 Equity Shares aggregating up to Rs.[.] Million,100% Book Building,KFIN Technologies Private Limited,5.678880090568104,11.468838892555434,11.239742739231891,,8.2690249891342,3215260.0,1607629.0,1071753.0,5894642.0,18259076.0,18437638.0,16629256.0,48742942.0,449.093994140625,502.90985107421875,16.647790685876622,30.62593534395292
BIRET,Brookfield India Real Estate Trust,RR,2021,03-FEB-2021,05-FEB-2021,16-FEB-2021,275.0,274.0,275.0,,,"Initial Public offer of [.] units aggregating upto 38,000 Million (including Anchor investor portion of 62,180,800 Units)",,Link Intime India Private Limited,1.595667870036101,5.934455827045984,,,3.567894890021002,41605400.0,34672800.0,,76278200.0,66388400.0,205764200.0,48779000.0,272152600.0,193.77186584472656,178.1796112060547,-29.53750332919034,-35.2074141068892
NURECA,Nureca Limited,BE,2021,15-FEB-2021,17-FEB-2021,25-FEB-2021,400.0,396.0,400.0,10.0,,Public Issue of [.] Equity Shares of face value Rs. 10/- each for cash at a price of Rs. [.] per Equity Share aggregating Rs. 1000 million.(including anchor portion of 1113750 equity shares),100% Book Building,Link Intime India Private Ltd,0.24206,17.095586666666666,74.28652,1.1949614589208497,17.97651960801801,750000.0,375000.0,250000.0,1401595.0,181545.0,6410845.0,4901995.0,25195800.0,643.5828857421875,640.3936157226562,60.89572143554688,60.098403930664055
RAILTEL,RailTel Corporation of India Limited,EQ,2021,16-FEB-2021,18-FEB-2021,26-FEB-2021,94.0,93.0,94.0,10.0,,"Public Issue of 8,71,53,369 Equity Shares(including Anchor portion of 25,957,446 equity shares)",100% Book Building,KFin Technologies Private Limited,22.033981400564688,51.40255782309994,7.075820312654557,0.5084,20.68272897853016,17369237.0,12998006.0,30328680.0,61195923.0,382713445.0,668130755.0,563144140.0,1265698690.0,111.92449188232422,149.83216857910156,19.068608385451295,59.39592402032081
PARTYCRUS,Party Cruisers Limited,SME,2021,22-FEB-2021,25-FEB-2021,05-MAR-2021,51.0,51.0,51.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,19.5,14.050000190734863,-61.76470588235294,-72.45098001816693
HERANBA,Heranba Industries Limited,EQ,2021,23-FEB-2021,25-FEB-2021,05-MAR-2021,627.0,626.0,627.0,10.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of up to Rs 600 Million and an Offer for Sale of 90,15,000 Equity Shares(including Anchor portion of 29,90,520 equity shares)",100% Book Building,Bigshare Services Private Limited,25.97960057089937,108.72055320562832,4.824567400287321,,33.13120617204215,1995448.0,1495791.0,3490178.0,6981417.0,51840942.0,162623225.0,124748113.0,231302766.0,801.6148681640625,751.4522094726562,27.849261270185405,19.8488372364683
PAVNAIND,Pavna Industries Limited,SME,2021,24-FEB-2021,01-MAR-2021,09-MAR-2021,165.0,165.0,165.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16000.0,1616000.0,1423200.0,2542400.0,8.251476287841797,8.20673942565918,-94.99910528009589,-95.02621852990353
MTARTECH,MTAR Technologies Limited,EQ,2021,03-MAR-2021,05-MAR-2021,15-MAR-2021,575.0,574.0,575.0,10.0,,"Initial Public offer of 10,372,419 Equity Shares comprising a Fresh Issue of 2,148,149 Equity Shares and an Offer for Sale of 8,224,270 Equity Shares (including anchor portion of 31,11,725 Equity Shares)",100% Book Building,KFIN Technologies Private Limited,,,,,0.0,,,,0.0,,,,0.0,1078.625,965.9796752929688,87.58695652173914,67.99646526834239
860IIFL27,IIFL Finance Limited,N0,2021,03-MAR-2021,18-MAR-2021,13-MAR-2026,,1000.0,1000.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,
EASEMYTRIP,Easy Trip Planners Limited,EQ,2021,08-MAR-2021,10-MAR-2021,19-MAR-2021,187.0,186.0,187.0,2.0,,"Initial Public offer of [.] equity shares comprising of Offer for Sale of [.] equity shares aggregating up to Rs. 5,100 million (including anchor portion of 12,272,727 Equity Shares)",100% Book Building,KFIN Technologies Private Limited,29.8813174052488,283.30692943645886,29.11421313780232,,98.8579214521608,8225806.0,4112903.0,2741935.0,15080644.0,245797920.0,1165213920.0,962553840.0,1490841120.0,6.415076732635498,5.527214050292969,-96.56947768308261,-97.04427056134067
ANURAS,Anupam Rasayan India Limited,W1,2021,12-MAR-2021,16-MAR-2021,10-MAY-2024,236.0,553.0,555.0,10.0,,"Initial Public offer of [.] Equity Shares aggregating up to Rs 7,600 Million (including Anchor Portion of  40,48,647 Equity Shares)",100% Book Building,"Kfin Technologies Private Limited,Address of the Registrar,""Selenium Tower B, Plot 31 & 32, Gachibowli,Financial District, Nanakramguda Serilingampally,Hyderabad 500 032,Telangana, India",30.796739994219823,62.06371455360241,4.623781715475391,0.1472727272727272,23.860290694240632,2709259.0,2031765.0,4740785.0,9701809.0,83436345.0,126098883.0,107601426.0,231487983.0,787.4624633789062,782.9697875976562,233.670535330045,231.76685915154926
CRAFTSMAN,Craftsman Automation Limited,EQ,2021,15-MAR-2021,17-MAR-2021,25-MAR-2021,1490.0,1488.0,1490.0,5.0,,"Initial Public offer of [.] Equity Shares comprising a Fresh Issue of Rs 1500 Million and an Offer for Sale of 45,21,450 Equity Shares (including anchor portion of 16,58,447 Equity Shares)",100% Book Building,Link Intime India Private Limited,4.911335778993372,1.3651542102565648,1.676335770550485,,2.5339392006747787,1105632.0,829225.0,1934857.0,3869714.0,5430130.0,1132020.0,916980.0,9805620.0,1424.477783203125,1437.8236083984375,-4.397464214555368,-3.501771248427014
LXCHEM,Laxmi Organic Industries Limited,EQ,2021,15-MAR-2021,17-MAR-2021,25-MAR-2021,130.0,129.0,130.0,2.0,,"Initial Public offer of [.] Equity Shares aggregating up to Rs. 6,000.00 million comprising a fresh issue of up to Rs.3,000.00 million and an offer for sale of up to Rs. 3,000 million(including anchor portion of 13,846,153 Equity Shares)",100% Book Building,Link Intime India Private Limited,101.27606499193104,116.55355420809478,8.426795572474349,,58.1251751866154,9302324.0,6976744.0,16279070.0,32558138.0,942102770.0,813164310.0,578675170.0,1892447475.0,162.6204071044922,178.8379364013672,25.092620849609375,37.56764338566707
KALYANKJIL,Kalyan Jewellers India Limited,EQ,2021,16-MAR-2021,18-MAR-2021,26-MAR-2021,87.0,86.0,87.0,10.0,,"Initial Public offer of [.] Equity Shares aggregating up to Rs. 11,750.00 million comprising a fresh issue of up to Rs.8,000.00 million and an offer for sale of up to Rs. 3,750 million (including Anchor portion of  40,448,275 equity shares)",100% Book Building,Link Intime India Private Limited,,,,,0.0,,,,0.0,,,,0.0,74.59343719482422,69.33618927001953,-14.260417017443427,-20.30323072411548
NAZARA,Nazara Technologies Limited,EQ,2021,17-MAR-2021,19-MAR-2021,30-MAR-2021,1101.0,1100.0,1101.0,4.0,,"Initial Public offer of 5,294,392 Equity Shares (including anchor portion of 23,73,395 Equity Shares)",100% Book Building,Link Intime India Private Limited,52.81848541077848,148.41831125313,34.493685310217074,0.6132500867152272,75.04156457538299,1582264.0,791131.0,527421.0,2920997.0,83572788.0,117418327.0,101653240.0,219196185.0,199.0,204.3937530517578,-81.92552225249773,-81.43562642581674
